,Movie,Released Year,Certificate,Duration,Genre,Rating,Metascore,Votes
945,Canine Intervention,2021– ,TV-14,Not available,"Documentary, Reality-TV",6.5,Not available,781
946, The Rookie,2018– ,TV-14,Not available,"Comedy, Crime, Drama",7.7,Not available,778
947,Prime Time,2021,TV-MA,93 min,"Drama, Thriller",5.5,Not available,776
948, Line of Duty,2012– ,TV-14,58 min,"Crime, Drama, Mystery",8.3,Not available,774
949,Power Play,2021,135 min,135 min,Thriller,7.2,Not available,773
950, The Blacklist,2013– ,TV-14,42 min,"Crime, Drama, Mystery",8.7,Not available,768
951, The Blacklist,2013– ,TV-14,42 min,"Crime, Drama, Mystery",7.2,Not available,768
952, American Gods,2017–2021,TV-MA,56 min,"Drama, Fantasy, Mystery",7.5,Not available,768
953, Line of Duty,2012– ,TV-14,58 min,"Crime, Drama, Mystery",8.2,Not available,767
954,As Luck Would Have It,2021 TV Movie,TV-G,86 min,"Drama, Romance",7.0,Not available,766
955, Batwoman,2019– ,TV-14,42 min,"Action, Adventure, Crime",5.6,Not available,766
956, Lupin,2021– ,TV-MA,47 min,"Action, Crime, Drama",7.9,Not available,765
957,Zoya,2021,105 min,105 min,"Drama, War",3.8,Not available,764
958, The Stand,2020–2021,TV-MA,57 min,"Adventure, Drama, Fantasy",6.6,Not available,762
959, Night Stalker: The Hunt for a Serial Killer,2021,TV-MA,48 min,"Documentary, Crime, Mystery",7.6,Not available,761
960,Creation Stories,2021,105 min,105 min,"Biography, Drama, Music",6.2,61,755
961,Janowar,2021,77 min,77 min,"Crime, Drama, Thriller",8.2,Not available,755
962, Servant,2019– ,TV-MA,26 min,"Drama, Horror, Mystery",7.3,Not available,753
963, Debris,2021,TV-14,43 min,"Drama, Mystery, Sci-Fi",7.4,Not available,750
964, The Blacklist,2013– ,TV-14,43 min,"Crime, Drama, Mystery",6.8,Not available,748
965,Kabadadaari,2021,Not Rated,146 min,"Crime, Drama, Thriller",6.5,Not available,748
966, Riverdale,2017– ,TV-14,41 min,"Crime, Drama, Mystery",6.9,Not available,747
967,Devarakondalo Vijay Premakatha,2021,"
Drama            ",Not available,Drama,8.4,Not available,746
968,Dvorets dlya Putina. Istoriya samoy bolshoy vzyatki,2021,113 min,113 min,Documentary,8.9,Not available,743
969,That Damn Michael Che,2021– ,TV-MA,30 min,Comedy,7.5,Not available,742
970,To Olivia,2021,99 min,99 min,Drama,6.5,Not available,741
971,Time to Dance,2021,113 min,113 min,"Musical, Romance",1.8,Not available,740
972, Inside No. 9,2014– ,TV-MA,Not available,"Comedy, Drama, Horror",6.7,Not available,740
973, Boruto: Naruto Next Generations,2017– ,TV-14,24 min,"Animation, Action, Adventure",9.3,Not available,739
974,Pørni,2021– ,"
Comedy, Drama            ",Not available,"Comedy, Drama",8.4,Not available,739
975, Line of Duty,2012– ,TV-14,57 min,"Crime, Drama, Mystery",8.4,Not available,738
976,Secret of the Ninth,2021,57 min,57 min,Documentary,9.2,Not available,736
977,Animals on the Loose: A You vs. Wild Movie,2021 TV Movie,TV-PG,90 min,"Adventure, Reality-TV",5.9,Not available,736
978,Kid Cosmic,2021– ,TV-Y7,25 min,"Animation, Action, Adventure",8.1,Not available,733
979,RuPaul's Drag Race Down Under,2021– ,TV-MA,54 min,"Game-Show, Reality-TV",5.6,Not available,733
980, The Stand,2020–2021,TV-MA,49 min,"Adventure, Drama, Fantasy",5.2,Not available,732
981,Batya,2021,76 min,76 min,"Comedy, Drama",6.7,Not available,731
982,Rogue Hostage,2021,Not Rated,93 min,"Action, Thriller",3.1,Not available,730
983, Snowpiercer,2020– ,TV-MA,48 min,"Action, Drama, Sci-Fi",7.3,Not available,730
984, The Blacklist,2013– ,TV-14,42 min,"Crime, Drama, Mystery",8.5,Not available,729
985,Edge of the World,2021,104 min,104 min,"Adventure, Drama",5.1,42,728
986,When NEET aspirant met an IIT aspirant,2021,46 min,46 min,"Comedy, Romance",9.8,Not available,728
987,Newton's Cradle,2021– ,"
Drama, Thriller            ",Not available,"Drama, Thriller",8.4,Not available,728
988,Arlo the Alligator Boy,2021 TV Movie,TV-Y7,90 min,"Animation, Adventure, Comedy",6.7,Not available,727
989,Lansky,2021,R,119 min,"Biography, Crime, Drama",6.5,42,726
990, The Flash,2014– ,TV-PG,Not available,"Action, Adventure, Drama",7.2,Not available,726
991,Endangered Species,2021,R,101 min,"Action, Thriller",4.5,Not available,726
992,Donny's Bar Mitzvah,2021,79 min,79 min,"Comedy, Drama",7.3,Not available,724
993,Trust,II 2021,94 min,94 min,"Drama, Romance",5.4,Not available,724
994, Master of None,2015– ,TV-MA,52 min,"Comedy, Drama",6.7,Not available,724
995, Master of None,2015– ,TV-MA,25 min,"Comedy, Drama",5.7,Not available,723
996, This Is Us,2016–2022,TV-14,43 min,"Comedy, Drama, Romance",8.3,Not available,723
997, Black Clover,2017–2021,TV-PG,24 min,"Animation, Action, Adventure",9.4,Not available,723
998,Override,2021,TV-14,95 min,"Crime, Sci-Fi, Thriller",4.7,Not available,722
999, The Serpent,2021,TV-MA,58 min,"Crime, Drama, Thriller",7.5,Not available,722
1000,86,2021– ,TV-14,24 min,"Animation, Action, Drama",8.1,Not available,721
1001,Hemingway,2021– ,TV-14,120 min,"Documentary, Biography",8.1,Not available,719
1002,Me You Madness,2021,R,98 min,Comedy,3.7,7,718
1003, Them,2021– ,TV-14,49 min,"Drama, Horror, Thriller",7.9,Not available,718
1004, Grey's Anatomy,2005– ,TV-14,Not available,"Drama, Romance",6.2,Not available,718
1005,Ee Kathalo Paathralu Kalpitam,2021,119 min,119 min,"Drama, Thriller",7.1,Not available,718
1006,Dead Places,2021– ,45 min,45 min,"Adventure, Horror, Thriller",6.8,Not available,716
1007, Riverdale,2017– ,TV-14,42 min,"Crime, Drama, Mystery",5.8,Not available,715
1008, A Discovery of Witches,2018– ,TV-MA,Not available,"Drama, Fantasy, Romance",8.0,Not available,715
1009, This Is Us,2016–2022,TV-14,43 min,"Comedy, Drama, Romance",8.4,Not available,713
1010, For All Mankind,2019– ,TV-MA,56 min,"Drama, Sci-Fi",8.1,Not available,713
1011, Dracula,2021– ,"
Comedy, Drama            ",Not available,"Comedy, Drama",9.4,Not available,712
1012, Boruto: Naruto Next Generations,2017– ,TV-14,24 min,"Animation, Action, Adventure",9.4,Not available,712
1013, The Serpent,2021,TV-MA,58 min,"Crime, Drama, Thriller",8.1,Not available,709
1014, The Equalizer,2021– ,TV-14,44 min,"Action, Crime, Drama",6.2,Not available,708
1015, Shameless,2011–2021,TV-MA,Not available,"Comedy, Drama",8.9,Not available,708
1016,Mohan Kumar Fans,2021,126 min,126 min,Drama,5.7,Not available,707
1017,Shook,2021,Not Rated,88 min,Horror,4.2,53,705
1018, Prodigal Son,2019–2021,TV-14,43 min,"Crime, Drama, Mystery",7.2,Not available,705
1019,The Sparks Brothers,2021,R,140 min,"Documentary, Music",8.1,81,702
1020, Night Stalker: The Hunt for a Serial Killer,2021,TV-MA,46 min,"Documentary, Crime, Mystery",7.7,Not available,701
1021,A Stand Worthy of Men,2021,120 min,120 min,"Comedy, Drama",7.4,Not available,701
1022,Murder by the Coast,2021,TV-MA,88 min,"Documentary, Crime, History",6.5,Not available,700
1023,Viewpoint,2021– ,60 min,60 min,"Drama, Thriller",5.9,Not available,700
1024, Snowpiercer,2020– ,TV-MA,47 min,"Action, Drama, Sci-Fi",7.3,Not available,700
1025, Beck,1997– ,Not Rated,Not available,"Crime, Mystery, Thriller",5.5,Not available,699
1026, For All Mankind,2019– ,TV-MA,56 min,"Drama, Sci-Fi",9.0,Not available,698
1027,Eden,I 2021– ,TV-Y7,25 min,"Animation, Action, Adventure",6.7,Not available,698
1028, Servant,2019– ,TV-MA,29 min,"Drama, Horror, Mystery",8.1,Not available,697
1029, Snowpiercer,2020– ,TV-MA,47 min,"Action, Drama, Sci-Fi",7.9,Not available,696
1030," Re: Zero, Starting Life in Another World",2016– ,TV-14,28 min,"Animation, Adventure, Drama",9.3,Not available,694
1031, Servant,2019– ,TV-MA,35 min,"Drama, Horror, Mystery",8.3,Not available,694
1032, The Nevers,2021– ,TV-MA,57 min,"Action, Drama, Fantasy",8.2,Not available,692
1033, Walker,2021– ,TV-PG,42 min,"Action, Crime, Drama",7.4,Not available,691
1034,The Ultimate Playlist of Noise,2021,TV-MA,99 min,"Comedy, Drama, Music",6.6,Not available,691
1035, Ginny & Georgia,2021– ,TV-MA,58 min,"Comedy, Drama",7.5,Not available,691
1036, Batwoman,2019– ,TV-14,42 min,"Action, Adventure, Crime",5.4,Not available,690
1037, The Blacklist,2013– ,TV-14,42 min,"Crime, Drama, Mystery",7.8,Not available,687
1038, To Your Eternity,2021– ,25 min,25 min,"Animation, Adventure, Drama",9.8,Not available,686
1039,"Pray, Obey, Kill",2021,TV-14,316 min,"Documentary, Crime",6.6,Not available,686
1040, Riverdale,2017– ,TV-14,41 min,"Crime, Drama, Mystery",7.5,Not available,686
1041, Black Clover,2017–2021,TV-PG,24 min,"Animation, Action, Adventure",9.5,Not available,686
1042,Level,2021,62 min,62 min,History,3.1,Not available,685
1043, The Promised Neverland,2019–2021,TV-14,23 min,"Animation, Adventure, Drama",6.1,Not available,684
1044,Kalkanski krugovi,2021– ,"
Drama, Mystery            ",Not available,"Drama, Mystery",8.4,Not available,683
1045, Tandav,2021– ,TV-14,39 min,"Drama, Thriller",5.4,Not available,681
1046, My Hero Academia,2016– ,TV-PG,24 min,"Animation, Action, Adventure",8.4,Not available,677
1047,The Hidden Dungeon Only I Can Enter,2021– ,24 min,24 min,"Animation, Action, Adventure",6.4,Not available,677
1048, The Nevers,2021– ,TV-MA,57 min,"Action, Drama, Fantasy",8.0,Not available,675
1049,Vampiry sredney polosy,2021– ,50 min,50 min,"Action, Comedy, Fantasy",7.6,Not available,674
1050, Disenchantment,2018– ,TV-14,27 min,"Animation, Action, Adventure",7.3,Not available,672
1051, Superstore,2015–2021,TV-14,21 min,Comedy,8.3,Not available,672
1052, Solar Opposites,2020– ,TV-MA,26 min,"Animation, Comedy, Sci-Fi",9.3,Not available,671
1053, The Promised Neverland,2019–2021,TV-14,23 min,"Animation, Adventure, Drama",6.7,Not available,670
1054," Re: Zero, Starting Life in Another World",2016– ,TV-14,30 min,"Animation, Adventure, Drama",9.5,Not available,670
1055, Boruto: Naruto Next Generations,2017– ,TV-14,24 min,"Animation, Action, Adventure",9.3,Not available,669
1056, Black Clover,2017–2021,TV-PG,24 min,"Animation, Action, Adventure",9.5,Not available,669
1057, Night Stalker: The Hunt for a Serial Killer,2021,TV-MA,47 min,"Documentary, Crime, Mystery",7.9,Not available,668
1058,Kamp Koral: SpongeBob's Under Years,2021– ,TV-Y7,Not available,"Animation, Comedy, Family",4.0,Not available,667
1059, Superstore,2015–2021,TV-14,Not available,Comedy,8.6,Not available,666
1060, Servant,2019– ,TV-MA,26 min,"Drama, Horror, Mystery",7.4,Not available,666
1061, This Is Us,2016–2022,TV-14,43 min,"Comedy, Drama, Romance",8.2,Not available,663
1062, Crime Scene: The Vanishing at the Cecil Hotel,2021,TV-MA,53 min,"Documentary, Crime, Mystery",7.0,Not available,663
1063, The Blacklist,2013– ,TV-14,42 min,"Crime, Drama, Mystery",7.7,Not available,661
1064, The Mosquito Coast,2021– ,TV-MA,58 min,"Adventure, Drama, Thriller",8.0,Not available,660
1065, Night Stalker: The Hunt for a Serial Killer,2021,TV-MA,48 min,"Documentary, Crime, Mystery",8.0,Not available,659
1066, That Time I Got Reincarnated as a Slime,2018– ,TV-PG,Not available,"Animation, Action, Adventure",9.8,Not available,657
1067,Terapist,2021– ,10 min,10 min,"Crime, Drama, Mystery",7.5,Not available,657
1068, Saturday Night Live,1975– ,TV-14,90 min,"Comedy, Music",5.0,Not available,656
1069, This Is Us,2016–2022,TV-14,43 min,"Comedy, Drama, Romance",8.9,Not available,655
1070,Moment of Truth,2021– ,"
Documentary, Crime            ",Not available,"Documentary, Crime",7.8,Not available,655
1071,Snowkissed,2021 TV Movie,TV-G,84 min,"Comedy, Romance",6.2,Not available,654
1072,So Not Worth It,2021– ,TV-14,35 min,"Comedy, Drama",7.9,Not available,654
1073, The Irregulars,2021,TV-14,58 min,"Crime, Drama, Fantasy",6.4,Not available,654
1074, Allen v. Farrow,2021,TV-MA,62 min,"Documentary, Biography, Crime",5.3,Not available,653
1075,Seref Bey,2021– ,58 min,58 min,Comedy,5.2,Not available,651
1076, Elite,2018– ,TV-MA,54 min,"Crime, Drama, Thriller",7.4,Not available,651
1077, For All Mankind,2019– ,TV-MA,60 min,"Drama, Sci-Fi",8.1,Not available,650
1078,School's Out Forever,2021,105 min,105 min,"Comedy, Drama, Horror",5.3,Not available,649
1079, The Flash,2014– ,TV-PG,Not available,"Action, Adventure, Drama",4.6,Not available,648
1080, Tribes of Europa,2021– ,TV-MA,49 min,"Action, Adventure, Drama",6.7,Not available,648
1081," Re: Zero, Starting Life in Another World",2016– ,TV-14,30 min,"Animation, Adventure, Drama",9.3,Not available,647
1082, Disenchantment,2018– ,TV-14,Not available,"Animation, Action, Adventure",7.4,Not available,646
1083, Master of None,2015– ,TV-MA,20 min,"Comedy, Drama",5.7,Not available,643
1084, Marvel Studios: Legends,2021– ,TV-14,7 min,"Action, Fantasy, Sci-Fi",7.7,Not available,643
1085, The Blacklist,2013– ,TV-14,43 min,"Crime, Drama, Mystery",6.8,Not available,642
1086,Mobeomtaeksi,2021– ,70 min,70 min,"Action, Crime, Drama",8.3,Not available,642
1087, DC's Legends of Tomorrow,2016– ,TV-PG,42 min,"Action, Adventure, Drama",8.0,Not available,642
1088," Re: Zero, Starting Life in Another World",2016– ,TV-14,30 min,"Animation, Adventure, Drama",9.3,Not available,641
1089, Black Clover,2017–2021,TV-PG,24 min,"Animation, Action, Adventure",8.8,Not available,641
1090, Mythic Quest: Raven's Banquet,2020– ,TV-MA,31 min,Comedy,8.8,Not available,640
1091,Impasse,2021,120 min,120 min,"Crime, Drama, Thriller",7.0,Not available,640
1092," Re: Zero, Starting Life in Another World",2016– ,TV-14,30 min,"Animation, Adventure, Drama",9.4,Not available,639
1093,Chasing Waterfalls,2021 TV Movie,TV-G,86 min,"Drama, Romance",6.6,Not available,639
1094, The Serpent,2021,TV-MA,58 min,"Crime, Drama, Thriller",7.8,Not available,637
1095, Tandav,2021– ,TV-14,29 min,"Drama, Thriller",5.2,Not available,636
1096, A Discovery of Witches,2018– ,TV-MA,Not available,"Drama, Fantasy, Romance",8.9,Not available,636
1097, Ray,2021– ,TV-14,Not available,"Crime, Drama, Thriller",6.2,Not available,631
1098,American Traitor: The Trial of Axis Sally,2021,R,109 min,Drama,5.5,25,630
1099, My Hero Academia,2016– ,TV-14,24 min,"Animation, Action, Adventure",9.1,Not available,630
1100, Solos,2021– ,TV-14,30 min,"Drama, Fantasy, Sci-Fi",6.5,Not available,630
1101,A New Year's Resolution,2021 TV Movie,TV-G,84 min,"Drama, Romance",6.8,Not available,630
1102, Dota: Dragon's Blood,2021– ,TV-MA,28 min,"Animation, Action, Adventure",8.3,Not available,629
1103,Pitta Kathalu,2021,TV-MA,150 min,"Drama, Romance",5.0,Not available,629
1104, Clarice,2021– ,TV-14,42 min,"Crime, Drama, Mystery",7.3,Not available,629
1105,My True Fairytale,2021,86 min,86 min,"Drama, Mystery, Thriller",6.3,Not available,629
1106," Re: Zero, Starting Life in Another World",2016– ,TV-14,30 min,"Animation, Adventure, Drama",9.4,Not available,628
1107, The Serpent,2021,TV-MA,55 min,"Crime, Drama, Thriller",7.9,Not available,628
1108, Boruto: Naruto Next Generations,2017– ,TV-14,24 min,"Animation, Action, Adventure",9.6,Not available,627
1109, Supergirl,2015–2021,TV-PG,Not available,"Action, Adventure, Drama",6.8,Not available,627
1110, American Gods,2017–2021,TV-MA,51 min,"Drama, Fantasy, Mystery",7.5,Not available,627
1111, The Blacklist,2013– ,TV-14,42 min,"Crime, Drama, Mystery",7.8,Not available,626
1112,Absolute Proof,2021,120 min,120 min,Documentary,3.5,Not available,626
1113, The Innocent,2021,TV-MA,51 min,"Crime, Drama, Mystery",7.8,Not available,625
1114, Batwoman,2019– ,TV-14,42 min,"Action, Adventure, Crime",5.3,Not available,623
1115,Acans,2021– ,"
Comedy            ",Not available,Comedy,7.6,Not available,621
1116,Snöänglar,2021– ,"
Crime, Drama, Mystery            ",Not available,"Crime, Drama, Mystery",6.9,Not available,621
1117, Grey's Anatomy,2005– ,TV-14,Not available,"Drama, Romance",7.3,Not available,618
1118, Tandav,2021– ,TV-14,26 min,"Drama, Thriller",5.0,Not available,617
1119, Formula 1: Drive to Survive,2019– ,TV-MA,37 min,"Documentary, Sport",8.6,Not available,615
1120,Gintama: The Final,2021,104 min,104 min,"Animation, Action, Comedy",9.3,Not available,615
1121,Pranavam,2021,122 min,122 min,Thriller,9.1,Not available,614
1122, Walker,2021– ,TV-14,42 min,"Action, Crime, Drama",7.7,Not available,614
1123,Masumiyet,2021,120 min,120 min,Drama,6.3,Not available,614
1124," Re: Zero, Starting Life in Another World",2016– ,TV-14,30 min,"Animation, Adventure, Drama",9.1,Not available,613
1125,Sihirli Annem,2021– ,50 min,50 min,"Comedy, Family, Fantasy",1.7,Not available,613
1126, Klan,2020– ,"
Thriller            ",Not available,Thriller,10.0,Not available,612
1127,Separation,I 2021,R,107 min,Horror,4.5,Not available,611
1128,Chaavu Kaburu Challaga,2021,137 min,137 min,Comedy,6.0,Not available,610
1129, Klan,2020– ,"
Thriller            ",Not available,Thriller,9.9,Not available,610
1130, The Blacklist,2013– ,TV-14,42 min,"Crime, Drama, Mystery",7.7,Not available,609
1131, American Gods,2017–2021,TV-MA,50 min,"Drama, Fantasy, Mystery",7.3,Not available,609
1132, Crime Scene: The Vanishing at the Cecil Hotel,2021,TV-MA,54 min,"Documentary, Crime, Mystery",7.0,Not available,606
1133,Paris Jeyaraj,2021,136 min,136 min,Drama,5.8,Not available,606
1134,Si vive una volta sola,2021,105 min,105 min,Comedy,5.3,Not available,605
1135, Master of None,2015– ,TV-MA,31 min,"Comedy, Drama",5.6,Not available,604
1136, Marvel Studios: Legends,2021– ,TV-14,7 min,"Action, Fantasy, Sci-Fi",7.6,Not available,604
1137,Deyyam,2021,98 min,98 min,Horror,8.8,Not available,603
1138, One Piece,1999– ,TV-14,Not available,"Animation, Action, Adventure",9.0,Not available,603
1139, American Gods,2017–2021,TV-MA,50 min,"Drama, Fantasy, Mystery",7.4,Not available,602
1140,Carnaval,2021,TV-MA,94 min,Comedy,3.9,Not available,600
1141, Dota: Dragon's Blood,2021– ,TV-MA,26 min,"Animation, Action, Adventure",8.9,Not available,600
1142,Playing Cupid,2021 TV Movie,TV-G,84 min,"Comedy, Romance",6.5,Not available,599
1143, Supergirl,2015–2021,TV-PG,Not available,"Action, Adventure, Drama",7.6,Not available,598
1144,Antidote,2021,87 min,87 min,"Horror, Thriller",5.1,Not available,598
1145, This Is Us,2016–2022,TV-14,43 min,"Comedy, Drama, Romance",8.0,Not available,596
1146, Disenchantment,2018– ,TV-14,25 min,"Animation, Action, Adventure",7.3,Not available,595
1147, Crime Scene: The Vanishing at the Cecil Hotel,2021,TV-MA,54 min,"Documentary, Crime, Mystery",6.3,Not available,595
1148, The Flash,2014– ,TV-PG,Not available,"Action, Adventure, Drama",6.4,Not available,594
1149, Grey's Anatomy,2005– ,TV-14,Not available,"Drama, Romance",8.2,Not available,593
1150, Formula 1: Drive to Survive,2019– ,TV-MA,38 min,"Documentary, Sport",7.5,Not available,593
1151, Superstore,2015–2021,TV-14,21 min,Comedy,7.7,Not available,591
1152,Werewolves Within,2021,R,97 min,"Comedy, Horror",6.4,65,590
1153,Scooby-Doo! The Sword and the Scoob,2021 Video,Not Rated,76 min,"Animation, Action, Adventure",6.3,Not available,589
